provider,card_number,is_stolen
mastercard,5170958408106575,0
visa16,4249940640363032,1
visa16,4987371833475118,0
visa16,4469392838185020,1
amex,373275836649175,0
amex,374785570316889,0
visa16,4445887573310963,0
mastercard,5237532222135119,0
mastercard,5142426160075243,0
visa16,4217987512906735,0
mastercard,5239839283819558,0
visa16,4826590974924684,1
visa13,4348228237847,0
visa16,4791850595173447,0
mastercard,5180668326809287,0
amex,378487324119083,0
amex,349933935617391,1
amex,344254230933366,0
visa16,4719419998124743,0
amex,378554346784622,0
visa16,4481605769392727,1
mastercard,5393051579834513,0
amex,342630164307721,0
mastercard,5193397494411966,0
visa16,4396633360855698,0
visa16,4570022687125985,1
visa16,4680389817545060,0
visa16,4550811359716343,0
amex,377969910128025,0
mastercard,5310700117768514,0
visa13,4366041745416,1
mastercard,5382605465859356,0
mastercard,5120983098792832,1
amex,378617968985437,0
amex,370428498067300,0
visa16,4007210459749438,0
amex,377988440115146,0
mastercard,5180640944409550,0
mastercard,5274580386520950,0
mastercard,5256639133056692,0
mastercard,5102471855499157,1
mastercard,5283176665352790,0
visa16,4119328584050863,0
amex,374335585574476,1
mastercard,5350491786322863,0
visa16,4206705516332812,0
mastercard,5267429884468818,0
visa16,4702702359534751,0
visa16,4234513347134589,0
mastercard,5272376497244867,1
mastercard,5316157461759132,0
mastercard,5222501411002270,0
visa16,4165542365857949,1
visa16,4430916450997027,0
amex,373911380973377,0
visa16,4247847403189961,0
visa16,4266175559977120,0
amex,348118354114440,0
amex,342005558669392,0
visa13,4316112480286,1
visa16,4894881814584664,0
amex,378237115257497,0
amex,347779488741894,0
mastercard,5307990232960162,0
mastercard,5114278548709637,0
visa13,4321593713981,0
visa16,4750359329434140,1
visa16,4584542167532123,0
visa16,4083801888335521,1
mastercard,5116143853516027,0
visa16,4709164130918444,0
visa13,4022351505532,0
visa16,4622399906463639,0
visa13,4421296740248,0
visa16,4148992050909467,1
amex,344532855129778,0
mastercard,5271232178056909,0
visa16,4821795472138787,1
visa16,4500329881042980,0
amex,344289602487674,0
visa16,4385512666900692,0
mastercard,5206931726217430,0
visa16,4242455166346722,0
visa16,4764677592410743,1
amex,343966007212887,0
mastercard,5332153996079484,0
visa16,4227156155948333,0
mastercard,5105187313337139,0
visa16,4407947938148973,0
visa16,4326246255371518,0
visa16,4218790662559570,1
visa16,4811664528169810,0
amex,379440601798185,0
visa16,4755002210720327,0
visa13,4136165872506,0
visa16,4750134582317534,0
amex,371923148678315,1
visa16,4822812267220891,0
amex,349783858896989,0
visa16,4452255780656174,0
amex,371740885023483,0
visa16,4989753891080773,1
visa13,4656127253339,0
visa16,4377314517628410,1
amex,346125571426772,0
visa16,4438605527093595,0
visa13,4562170547769,0
mastercard,5351747186035945,0
amex,378738198932344,0
visa16,4874427917526568,1
mastercard,5206169251488825,0
mastercard,5209487289956242,0
mastercard,5164807165302562,0
visa16,4413001974769938,0
mastercard,5223028038594314,0
amex,370538171468060,1
visa16,4177322944333159,0
mastercard,5128697058721332,0
mastercard,5182483599661375,0
mastercard,5285574154982226,0
mastercard,5353704408168812,1
amex,371723893419455,0
visa13,4391215848051,0
mastercard,5309671944934350,0
amex,370563651938069,1
visa13,4472518598559,0
amex,349854911658318,0
visa16,4767817023812805,0
amex,348675267547677,0
visa13,4647314775861,1
visa13,4242432349730,0
visa16,4742820195318460,0
visa16,4837307091920546,0
mastercard,5189474761906899,0
mastercard,5377949364845646,0
visa16,4930259792683343,0
visa16,4676472812457899,1
mastercard,5129666997116978,0
mastercard,5148318850313113,0
visa16,4805408933485108,0
visa16,4676126549837316,1
visa16,4656073832679100,0
mastercard,5155280649335908,0
visa13,4765659516110,1
visa16,4084336540186847,0
visa16,4520630575451627,0
visa13,4858784022797,0
visa16,4723675139645839,0
amex,345866342410931,0
mastercard,5110736739770621,0
visa16,4685927222084285,0
visa16,4941478145377554,1
mastercard,5185719826675242,0
visa16,4339416668461215,0
amex,378702372634266,1
mastercard,5242240805111688,0
visa13,4792221439399,0
visa16,4298153014783054,0
amex,372577793442937,0
visa16,4372486016126883,1
mastercard,5152688235062681,0
visa16,4246739730909156,0
visa16,4565190984053577,0
amex,370974765361041,0
visa16,4796985582580801,0
mastercard,5182764818987513,1
amex,379415925285341,0
amex,378256432857243,1
mastercard,5216088945518623,0
mastercard,5232660911519189,0
visa16,4928229568784785,0
mastercard,5213054328011720,0
mastercard,5141034933722884,0
amex,379857149547677,0
mastercard,5346740341779539,0
amex,377959727731780,1
mastercard,5297544875382184,0
mastercard,5201740245252900,0
visa16,4382937598140674,0
amex,344488160260297,0
visa16,4697981803507632,1
mastercard,5114051067483540,0
visa16,4816917356100363,0
visa16,4759624585440821,0
visa16,4553335710001010,0
visa16,4328221426747480,1
visa16,4170841180882485,0
visa16,4149551764113037,0
mastercard,5175863702681791,0
visa16,4865515075078140,0
mastercard,5348148956564535,0
visa16,4175422988767783,1
visa16,4891009830884214,0
mastercard,5259951367043941,0
mastercard,5321805279395324,0
amex,379625132084564,1
mastercard,5214357898271247,0
mastercard,5316248246660313,0
visa16,4554160530936438,0
amex,342174267058998,1
mastercard,5394414203174590,0
visa16,4222362957705260,0
visa16,4078227489985596,0
visa13,4315479269027,0
visa16,4834039295133369,0
mastercard,5285943215258969,0
amex,349357073796694,1
amex,374268023031538,1
mastercard,5326788586965838,0
visa16,4372484911717104,0
amex,378117491944365,0
visa16,4401584485609689,0
mastercard,5294269619694131,0
visa16,4438830105667707,0
mastercard,5191203183507852,1
amex,373232243716774,0
amex,371674547349178,0
visa13,4349868771467,0
mastercard,5194534518227866,0
visa16,4676512507147428,0
mastercard,5282901054260523,0
mastercard,5365450375991192,1
visa13,4439697629018,1
mastercard,5146612676062496,0
visa16,4649830213831141,0
visa16,4296693444995796,0
amex,375796855536843,0
visa16,4357238389259117,0
amex,341439268641485,0
visa16,4239366078886918,0
amex,349205999043149,0
amex,372088207241782,1
mastercard,5160581282007677,0
mastercard,5136062124651734,0
visa13,4580951647186,1
amex,344583611165614,0
visa16,4033235848753062,0
amex,376543096277228,0
mastercard,5216009062935085,0
mastercard,5116921978903042,0
mastercard,5291873949302555,0
mastercard,5210690702947535,1
visa13,4440104679034,0
amex,346078736269977,1
visa16,4645613447164065,0
visa13,4861875148596,0
visa16,4037111659905917,0
amex,343224360633855,0
visa16,4091544550759996,0
mastercard,5353112837182182,1
visa16,4131501556892686,0
mastercard,5257193973513031,0
visa16,4357179514284556,0
mastercard,5345939486701867,0
visa16,4144579408546176,0
visa16,4514320708476950,0
visa16,4496394780000139,1
visa13,4492473144264,0
amex,378192988542295,0
visa16,4306319666591240,1
visa16,4793231235260605,0
amex,340754890654313,0
visa16,4383119647501300,0
visa16,4443416088688184,0
mastercard,5273729716059376,1
visa13,4706667207128,0
visa16,4179487446239309,0
mastercard,5215253199952404,0
visa16,4661495773249572,1
visa16,4781700385853272,0
mastercard,5371232656628863,0
visa16,4874136093235940,0
amex,372704416873583,1
visa13,4998747040492,0
visa16,4201373369113931,0
amex,342481063723778,0
mastercard,5138114885312242,0
amex,379718516835931,0
visa13,4491811118816,1
visa16,4779609706605945,0
visa13,4381117863480,0
amex,342965996367323,0
visa16,4462675609882073,0
mastercard,5270948908594189,0
amex,348663214094639,1
visa16,4324313729098168,0
mastercard,5383587181354012,0
mastercard,5347735966436554,0
mastercard,5188346163772916,0
visa16,4334650637393563,0
amex,340227190515740,1
mastercard,5191404678611528,0
visa13,4621350190384,0
visa16,4032316033283411,0
mastercard,5150670635267492,0
visa16,4456360036049525,1
amex,375295571915555,0
visa13,4865544403068,0
visa16,4539747149757674,1
mastercard,5373488378069889,0
visa16,4904427292882929,0
visa16,4969659677445425,0
visa16,4377129642991487,0
mastercard,5336905435553429,0
mastercard,5160291453682973,0
visa16,4311739670906964,1
visa13,4500288244069,0
mastercard,5271815923731980,0
amex,379171898818705,0
visa16,4450232008450682,0
amex,343864756205022,0
visa13,4603235918262,1
mastercard,5300736003786360,1
amex,341870143891665,0
visa16,4321767387646779,0
visa16,4206248989968424,0
visa13,4169607215208,0
visa16,4213585865461409,0
visa16,4170220227412921,0
visa16,4617436717580586,0
mastercard,5242952611765917,1
amex,344962711237988,0
visa16,4964108755156582,0
visa13,4343064158074,1
mastercard,5358377456181048,0
mastercard,5220144257912245,0
mastercard,5321064276328579,0
amex,340173742234176,0
visa16,4304262333943240,1
visa13,4289298857330,0
amex,374535379298550,0
visa13,4652198858387,0
visa16,4031346046977130,0
mastercard,5227335303491761,0
visa16,4154121158126425,0
mastercard,5320937737757141,0
visa16,4439997466638087,1
visa16,4152777942688681,0
mastercard,5391755960513302,0
mastercard,5302376441061940,1
mastercard,5290008994894724,0
amex,342537779421997,0
visa16,4760125300237762,0
amex,345143990048334,0
amex,344732698803254,1
amex,376193474139408,0
visa16,4094590635989766,0
visa16,4621978409474291,0
mastercard,5374514393038762,0
visa16,4296860495819569,0
visa16,4437703461490082,1
mastercard,5137994878152387,0
amex,343955558504644,0
visa13,4519387009348,0
mastercard,5165522253194891,0
amex,344130271890238,0
amex,377978598152520,1
mastercard,5186294880489210,0
amex,344352911722585,0
mastercard,5270843126456040,0
visa16,4301760062354490,0
amex,372144631538309,1
visa16,4858291942320516,0
mastercard,5374183363190423,0
mastercard,5121893805429504,1
visa16,4926215366020359,0
visa16,4359491395333651,0
visa16,4089386092583714,0
visa16,4681033138596480,0
visa13,4711187064066,0
visa13,4263605830470,0
visa13,4584023191140,1
visa13,4822047279016,1
amex,346192082126903,0
amex,373709670860126,0
visa16,4084070239445467,0
amex,376422006234332,0
visa16,4555731462588279,0
amex,345335837587348,1
mastercard,5109912893093224,0
amex,377272949135537,0
visa16,4505923588094206,0
visa16,4785473684512074,1
amex,372943362335094,0
mastercard,5307342513756101,0
mastercard,5312427101402193,0
mastercard,5319404581945754,0
visa16,4267082146201049,0
visa16,4022083088689338,1
mastercard,5117359018638964,0
visa16,4848131787327403,0
visa16,4160810183675008,0
visa16,4367501666957887,0
amex,344724970750428,1
visa16,4339428750545979,0
visa16,4960433690446847,0
visa13,4092097160652,0
visa13,4066675477894,0
amex,377334431252129,0
visa16,4897103023408438,0
amex,342363117855006,0
visa13,4865615387521,1
visa16,4672002444982420,0
mastercard,5206003957719367,0
visa16,4611718061122701,0
amex,349758386312048,1
mastercard,5227342833672936,0
amex,349355437859364,0
amex,375411633790296,1
visa16,4746436967194561,0
visa16,4692598146431901,0
amex,376527522603263,0
visa16,4402996181101333,0
mastercard,5208210142291537,1
mastercard,5395378143247155,0
visa13,4470577896989,0
visa16,4000329527017839,0
amex,347344396581112,0
mastercard,5313472520464696,0
mastercard,5123452952303562,0
visa16,4522337223583193,0
amex,348950514674529,1
mastercard,5248300891520343,0
visa16,4673973995841802,1
mastercard,5317960341761353,0
mastercard,5267625141264524,0
visa16,4435669821179826,0
visa13,4460599502079,0
visa16,4272281732784193,0
amex,345947140165065,0
amex,375709744916910,0
visa16,4935485591199943,1
amex,379613482708370,0
mastercard,5352633295944657,0
mastercard,5382000620913126,1
visa13,4405553355048,0
mastercard,5303326245396058,0
visa16,4699608525850408,0
mastercard,5133517237379757,0
mastercard,5314184661709966,0
visa16,4384584572754167,0
amex,373215391122127,1
visa16,4390021827835055,0
mastercard,5254436930904493,0
visa16,4243808054678037,0
visa16,4181055807375545,1
visa13,4156644983963,0
visa13,4088801335192,0
visa16,4453163548351972,0
amex,373854292440863,0
mastercard,5267101969262073,0
mastercard,5260408880064026,1
visa16,4486637588880116,0
mastercard,5118238859900387,0
visa16,4728530075256643,0
visa16,4881931214456750,0
mastercard,5164869199142836,1
visa16,4668856730517372,0
visa16,4428652028514630,0
visa16,4208416057418097,1
visa16,4049293388322378,0
visa16,4991278407211668,0
amex,373412767958057,0
amex,379096969470666,0
visa13,4405536390138,0
mastercard,5317032442017729,1
visa16,4337320772971618,0
visa16,4502083063971940,1
visa16,4056533166872577,0
amex,341331701634500,0
visa13,4010975594073,0
amex,340934174866706,0
visa16,4735523184175771,0
mastercard,5174298657131669,0
visa16,4081610999937501,0
amex,377490801859495,1
visa13,4767726598352,0
amex,370203540164532,0
mastercard,5128186600447646,0
visa13,4913091343277,0
visa16,4748032497426157,1
mastercard,5390237640460577,0
mastercard,5370918542781673,0
mastercard,5321125698617780,0
visa13,4823083765843,0
visa16,4697219169645807,1
mastercard,5308561907785348,0
visa16,4412287805327746,0
amex,378052070954974,0
mastercard,5226917067429110,0
mastercard,5288319051507453,1
mastercard,5351395822417489,0
visa16,4557283015093306,1
mastercard,5131962624449957,0
amex,379422961717302,0
visa16,4818182599138856,0
visa13,4048833682300,0
visa13,4143895946667,0
visa13,4632525852485,1
amex,372206975308282,0
visa16,4952119590476337,0
visa16,4805415372902378,0
mastercard,5188555368749459,1
mastercard,5192717795384805,0
visa13,4565311148348,0
amex,348934660560039,0
amex,347271207550558,0
amex,342165367452123,0
visa13,4390084496349,0
visa16,4681003445174503,0
visa13,4649418422028,0
visa16,4225742762407714,1
mastercard,5295974591778674,0
visa16,4179408644614523,0
visa16,4194234454443618,0
visa13,4436290475468,1
visa16,4419052096868532,0
visa16,4157205262960816,0
visa16,4611273245724220,1
visa13,4488844495278,0
visa16,4520956912280670,0
visa16,4645480155441709,0
visa13,4790378051330,1
visa16,4030386581407425,0
mastercard,5272849555666999,0
mastercard,5102208911996200,0
visa13,4667280693997,0
mastercard,5287778274323868,0
visa13,4027504160127,1
visa16,4918593923269614,0
visa16,4825257687698234,0
visa16,4103191614240724,0
visa16,4539099154188886,0
mastercard,5236925020835925,0
visa13,4840199293452,0
mastercard,5230566134617803,0
visa16,4123264169666670,1
mastercard,5298564538005823,0
mastercard,5144456667917892,0
visa16,4687859226245976,0
mastercard,5301644255112872,1
visa16,4756488521063995,0
visa16,4857017531459428,0
mastercard,5145931706189504,0
visa13,4164286478425,1
amex,346751545278328,0
mastercard,5379166581981595,0
amex,374548920744675,0
visa16,4787717176403368,0
mastercard,5169954956039147,0
mastercard,5183964503563566,1
mastercard,5290538656995989,0
visa16,4480025968606739,0
amex,342823196471645,0
visa16,4365633308766251,0
mastercard,5152780205770201,0
mastercard,5251337400463247,1
mastercard,5252704221693238,0
visa13,4963868025573,0
mastercard,5164953666307112,1
amex,373252066560240,0
mastercard,5395237093310779,0
amex,370746265103945,1
amex,374096744401064,0
amex,379879360282511,0
mastercard,5262443897334557,0
visa13,4821859675139,0
visa13,4745730042641,0
mastercard,5109872093248707,1
visa16,4898999754318954,0
visa16,4891037097862474,0
visa16,4521284444299384,0
visa16,4138651619905679,1
visa16,4335284853714697,0
visa16,4667641386228081,0
visa16,4637154583003684,0
amex,375003186137577,0
mastercard,5123819058797071,0
mastercard,5157574213233079,0
amex,349186809712026,0
visa16,4503727814707305,1
visa16,4115039185800069,0
visa16,4088389844635213,0
visa13,4041049373459,0
visa16,4079323604962898,1
visa13,4273060404836,0
visa13,4902906356392,0
visa16,4688417122838110,0
mastercard,5177267298183436,1
mastercard,5330131444491354,0
mastercard,5343686417792695,0
visa16,4608747678073549,0
visa16,4758299827813944,0
mastercard,5215307371510131,0
mastercard,5260466157645893,1
visa13,4411311784560,0
visa16,4456446768458651,0
visa16,4593391157837814,0
visa16,4589458805393395,0
amex,349289931814239,0
mastercard,5354215197740819,1
visa13,4206150012739,0
mastercard,5171014326388199,0
amex,341714022706166,1
visa13,4645658274061,0
amex,378996547518228,0
visa16,4287450451788999,0
mastercard,5352100911341387,0
visa13,4116120680673,0
visa16,4282917638951620,0
amex,374828592952610,0
visa16,4410638190940356,1
amex,348556542133857,0
mastercard,5385743848797931,0
visa16,4252354862753959,1
mastercard,5347248854445570,0
mastercard,5222134691071615,0
visa16,4899484458410430,1
mastercard,5340754972313282,0
amex,373473999328485,0
visa16,4940871850653345,0
visa13,4588149838096,0
amex,341852183425844,0
visa16,4391627084196954,0
mastercard,5231931136467863,0
visa16,4232223031467103,1
visa16,4075448305219258,0
amex,346682280979285,0
visa16,4888056779953851,0
amex,345846419060918,1
mastercard,5301452779711199,0
mastercard,5322570834192520,0
visa16,4346785681884848,0
visa16,4337701575199012,0
visa16,4706604245418783,0
visa13,4385761391169,1
mastercard,5364279132991877,0
mastercard,5107645137398486,1
visa13,4628386720373,0
visa13,4132078861058,0
visa16,4071424914512841,0
mastercard,5159607678652736,0
visa16,4836197846195564,1
visa16,4193209327487027,0
visa16,4596551627898814,0
visa16,4411893816498078,0
visa13,4584108716225,0
visa16,4350962952250669,0
visa13,4263652255449,1
visa13,4680469123504,0
visa13,4574795419225,0
visa16,4382608872226311,0
amex,346241035105728,0
visa16,4956728908623715,0
amex,377010557871088,0
mastercard,5244669654415550,1
amex,344965748409330,0
amex,375199983196186,0
visa16,4021410075518280,1
amex,345234223194225,0
visa13,4503076239523,0
amex,376918564306040,0
amex,344800574923965,0
visa16,4695718116585745,0
visa13,4749304010661,0
mastercard,5347324154803154,1
visa16,4277467988752951,0
amex,344952745899325,0
visa16,4568723223690564,0
visa16,4814857182686221,0
visa16,4328028173491067,0
amex,376327011688267,1
visa16,4532312052958947,1
visa16,4835562886832726,0
visa16,4292204415118972,0
mastercard,5345421668449250,0
amex,370876269656976,0
mastercard,5198719464185475,0
visa16,4330188217024914,0
visa16,4836060594683969,0
visa16,4299415662047747,0
visa16,4598789702479435,1
visa13,4321613229141,0
visa16,4838399461630697,1
amex,379357355920064,0
visa16,4965135195235329,0
mastercard,5208151383683968,0
visa13,4195925402491,1
mastercard,5166925472962221,0
visa13,4922470706848,0
visa16,4287715637797076,0
mastercard,5389811583881750,0
mastercard,5236005859544367,0
mastercard,5254637821528586,0
amex,342041155168538,1
visa16,4308900652537129,0
visa16,4121710168803492,0
visa16,4803891356850977,0
mastercard,5288779089155650,0
amex,377938899858746,1
visa16,4807259471873629,0
mastercard,5308968750691400,0
visa16,4785650085899586,0
mastercard,5135491719922617,0
mastercard,5393932903727731,1
visa16,4878232266924935,0
visa16,4285580420909672,0
mastercard,5200793485245929,0
amex,375879316821903,0
amex,349479662690458,0
visa16,4251280716549700,0
visa16,4713058977943305,1
visa16,4279424079052302,0
amex,348481080063418,0
amex,344996592689644,1
visa13,4566929251839,0
visa13,4659213884231,0
visa16,4527571835010220,1
visa16,4565639502020104,0
visa16,4686185583195955,0
mastercard,5231586916809120,0
mastercard,5161775214960883,0
visa16,4908257872844668,0
amex,373521003836883,0
visa16,4873256347217758,0
amex,372284912383189,1
visa16,4625812613897987,0
mastercard,5226999561530577,1
mastercard,5318266174613391,0
mastercard,5335916692118054,0
visa16,4083250524007138,0
visa16,4613448280163041,0
mastercard,5144437818401564,1
visa16,4833743219418779,0
visa16,4356507815858820,0
visa16,4725998169287829,0
visa16,4568207698505226,0
visa16,4454165607616590,0
amex,378493665063591,1
visa16,4420152420655196,0
mastercard,5167301228761839,0
mastercard,5225829202797635,0
amex,378475854774252,0
amex,373478750351527,0
visa16,4797486718951213,0
mastercard,5257511254368652,1
visa16,4227776933580981,0
visa16,4020663797785097,0
amex,343923187751556,0
visa16,4168320146339405,0
visa16,4054946580232578,1
mastercard,5204016232660794,0
visa16,4961044136152631,0
amex,378972319407650,0
visa13,4536964421910,0
mastercard,5145256101310327,0
visa16,4028835778517457,1
visa16,4976572951686526,0
mastercard,5295600981163074,1
visa16,4799917956758322,0
amex,344086815620863,0
visa16,4033662648407146,0
visa16,4985220562513924,0
visa13,4011254453767,1
visa16,4474207887152700,0
mastercard,5162510092453662,0
mastercard,5271757395773043,0
visa16,4448135304957414,0
visa13,4750326334550,0
visa16,4495297068993217,0
amex,343063811995210,0
visa16,4976522534068536,1
visa16,4468640942298076,0
visa16,4813097197161909,1
visa16,4160245126068484,0
visa16,4629830268767400,0
mastercard,5341225560854309,0
visa16,4140042295583103,0
visa16,4975503611011095,0
mastercard,5340788373264777,1
visa13,4615240452053,0
amex,344047085946016,0
mastercard,5196467145218214,1
visa16,4553142183351108,0
mastercard,5197189171555447,0
visa16,4433469065333441,0
amex,347617660511778,0
visa16,4973418291127149,0
mastercard,5283821000461422,0
amex,375510532077240,0
amex,375125974062251,0
visa16,4680192946297250,1
visa16,4630662357308342,0
visa16,4757516909863716,0
visa16,4789375628873619,1
visa16,4583795926264690,0
amex,344148266190869,0
amex,377754347005263,0
visa16,4740367640732350,0
visa16,4131270782664109,0
visa16,4921373073455676,0
mastercard,5280656614987484,1
mastercard,5203937504433068,0
visa16,4165371566375588,0
visa16,4850699799371762,0
visa16,4586698187755066,0
mastercard,5121405727947255,1
visa16,4811281703548310,0
visa16,4358707432736890,1
visa16,4580460225178819,0
mastercard,5377625652761790,0
amex,346706876811089,0
mastercard,5164241967151367,0
visa13,4579783553083,0
visa16,4573917986753030,0
amex,349335005446588,0
visa16,4531130304057487,1
visa16,4626094685069501,0
visa16,4028808295206508,0
visa13,4690698554866,1
visa16,4882213767421526,0
visa13,4395239421712,0
mastercard,5261884337868327,0
mastercard,5369372292451892,1
visa16,4608439400350532,0
visa16,4280251984178998,0
mastercard,5268079766173439,0
amex,376211923131568,0
mastercard,5301270847501057,1
visa16,4569814692169070,0
mastercard,5286118040058467,0
visa16,4093522364612526,0
amex,376096738552961,0
visa16,4433649603701239,0
visa16,4628333586981929,1
visa16,4504275788332089,0
mastercard,5149634630847363,0
visa16,4535153327195411,0
mastercard,5244673402949407,1
amex,375651466792592,0
amex,379169671074611,0
visa16,4240500839778314,0
visa16,4675664238934094,0
visa13,4977991315750,0
mastercard,5107931519149782,0
visa16,4903885168182339,1
visa16,4594578038170139,0
visa16,4235544974206365,0
visa16,4087032839732758,1
mastercard,5255854706002442,0
amex,373921607097496,0
mastercard,5227559391063360,0
mastercard,5392082429365151,0
amex,349241304276553,1
visa16,4577034460108172,0
mastercard,5195822023505531,0
visa16,4589866288008795,0
amex,348553532759676,0
mastercard,5250744268966891,1
visa16,4559891906858120,0
amex,343970516314762,0
visa16,4740691197201687,0
visa16,4816795831172441,0
visa16,4186999516027985,0
amex,378673688451242,0
mastercard,5367075768504597,1
visa16,4215590178884154,0
visa16,4483320255135154,1
visa16,4062175506124129,0
visa16,4913442469370102,0
amex,379551049567246,0
mastercard,5131913517298621,0
visa16,4331945454143965,0
visa16,4645099045452278,0
amex,379524635155197,0
visa16,4255408736271171,0
mastercard,5380625875461199,1
visa13,4615886401406,0
visa16,4220825172994234,1
amex,379195986509280,0
visa13,4437617600002,0
amex,343844010594361,0
amex,348615533120479,1
visa16,4784037613500863,0
mastercard,5249370311631870,0
mastercard,5232506617058834,0
mastercard,5219004217413747,0
mastercard,5218786490547578,0
amex,371898149938035,0
mastercard,5129771455580507,0
visa16,4937077700846510,1
amex,376127422475126,0
mastercard,5350618552444279,0
visa16,4169155985303883,0
mastercard,5148879126023026,0
amex,349890643324860,1
amex,349830864149422,0
mastercard,5151450084009128,0
visa16,4669179747492276,1
mastercard,5262855498193985,0
visa16,4683321331884425,0
amex,347617402072576,0
visa16,4479396677526408,0
mastercard,5257981797826286,1
amex,342781879248336,0
visa16,4725097504082894,0
mastercard,5272731558970794,0
amex,379236701541388,0
visa16,4552737138148268,1
mastercard,5273975634639092,0
visa16,4397097071544984,0
visa16,4008013582618192,0
visa16,4003027671604751,0
visa16,4923385932195655,0
visa16,4050343382041866,1
amex,379146638854525,0
mastercard,5147292614130009,0
visa16,4205510484065613,0
visa13,4765755410085,0
visa13,4819967719898,0
visa16,4149123583424795,0
mastercard,5342059184044941,1
mastercard,5201310274406478,0
mastercard,5275521668750757,1
amex,341384259610711,0
mastercard,5250512170523674,0
mastercard,5325838882684475,0
visa16,4249410623616103,0
amex,348916472012853,0
visa16,4798497560074177,1
visa16,4656362992266521,0
mastercard,5268357394810725,0
mastercard,5161457315856068,0
visa16,4645809316383394,0
visa16,4864482988551401,0
mastercard,5129534202580216,0
visa13,4779290630578,1
visa16,4870393967597020,0
amex,372861551801363,0
amex,377169016339887,0
visa16,4348764131524468,1
visa16,4581354930861323,0
amex,377067131393278,0
visa16,4905421205619584,0
mastercard,5319813791093710,1
visa16,4520931545045030,0
mastercard,5117320993376111,0
visa16,4791682256162553,0
visa13,4216900348515,0
visa16,4924273358932414,0
mastercard,5302396621769914,0
mastercard,5243782472989580,1
mastercard,5376048706647504,0
visa16,4364813369051469,1
visa13,4323940707914,0
mastercard,5150772549137843,0
visa16,4022974108427818,0
visa16,4034975575774752,0
mastercard,5375519586784394,0
amex,343628665041996,1
mastercard,5247977592798699,0
amex,349020278788391,0
visa13,4041610495327,0
visa16,4947882775443020,1
visa16,4997072010686786,0
mastercard,5103190515993008,0
mastercard,5296392139409216,0
visa16,4766441278774791,1
visa13,4088598676972,0
amex,376096131596425,0
visa13,4665010092282,0
mastercard,5393763322764298,0
amex,344125722610649,0
mastercard,5351580128127524,0
visa16,4438269525193822,1
visa16,4190762605285227,0
visa16,4364645984778559,0
mastercard,5255470355270881,0
visa16,4979504507342731,0
mastercard,5334961209347763,0
visa13,4409945971207,0
mastercard,5273053613557865,1
amex,349881116474381,0
mastercard,5355801677988868,1
visa16,4945520661596897,0
mastercard,5225691013318385,0
visa13,4821503903929,0
visa16,4904961556889857,0
mastercard,5349456881247483,1
mastercard,5342686412758395,0
visa13,4156703143343,0
mastercard,5277962943459244,0
mastercard,5152862092121688,0
visa16,4897479793224183,0
visa16,4386477055179853,1
visa16,4346980998198939,0
visa16,4381698476472735,0
visa13,4797464653622,0
mastercard,5182364507269057,0
visa16,4908870331130899,1
mastercard,5140815493680129,0
visa16,4672603557769064,0
visa16,4454500786856510,0
visa13,4815995583926,0
visa16,4675144323299497,1
visa16,4160532936483635,0
mastercard,5201038568869305,0
visa16,4225621842960555,0
mastercard,5277456019643450,1
visa16,4655792266360439,0
mastercard,5308588581148980,0
mastercard,5102414528870016,0
amex,342586096550053,0
mastercard,5229322067441321,0
visa16,4668769367446734,1
visa16,4204967308902010,0
visa16,4338641493307793,0
mastercard,5242561188690711,0
visa16,4723979990027412,0
amex,372256079634497,1
visa16,4543193718305278,0
mastercard,5287641869185326,0
visa16,4008528111024224,0
amex,375514712333720,0
mastercard,5254881631894818,1
visa16,4859666744626245,0
visa16,4866211456239399,0
visa13,4500845875108,0
visa16,4842163690456017,0
mastercard,5379369954191244,0
visa13,4152686379236,1
visa16,4549351100758397,0
visa16,4239445282417890,0
mastercard,5168705656245330,0
visa13,4392114246546,0
visa16,4993251445906183,1
visa13,4904551533606,0
visa16,4182482341916692,0
visa16,4179061607289757,1
visa16,4559155428494578,0
visa16,4057756912650521,0
mastercard,5177888808397164,0
amex,379013757980533,0
visa13,4080273928034,1
mastercard,5150594928496578,0
visa13,4524297234770,0
mastercard,5217771168794521,0
visa16,4052367638770349,0
visa13,4862199632315,1
visa16,4270451250800547,0
mastercard,5191959829273981,0
visa16,4902893842944596,0
amex,370041951127105,1
visa13,4430231488342,0
mastercard,5200496021572083,0
amex,372650682002342,0
mastercard,5104068211088845,0
visa16,4864610279093374,1
amex,342550416310374,0
visa16,4580112441984435,0
mastercard,5319334263298935,0
visa13,4036799175591,0
visa16,4503317260440609,1
visa16,4438397306535703,0
visa16,4040252424396431,0
mastercard,5337245307278980,0
mastercard,5356296613525438,0
mastercard,5363022301333302,0
visa13,4737640121714,1
amex,371623241102607,0
visa16,4099245018526603,0
mastercard,5182472545071847,0
mastercard,5385139005547013,0
visa16,4128549664457251,0
mastercard,5271464035705473,1
visa16,4981569101963691,0
visa16,4269968629081270,0
visa16,4115130219606067,0
mastercard,5398148177671977,0
mastercard,5122961541386616,0
visa16,4798507688450545,0
amex,340535266091580,1
amex,349911196670911,0
amex,373127981690720,1
visa16,4985461833009165,0
visa16,4200101352538579,0
visa13,4343713475093,0
visa16,4935331050889378,1
mastercard,5334078295167979,0
mastercard,5315126546738701,0
visa13,4754369183965,0
visa16,4248627011153883,0
mastercard,5382909420884834,0
